No	x	y	z	Rx	Ry	Rz
71	-4.98 4.316 8.3 180 0 0
72	-4.98 4.98 8.3 180 0 0
73	-4.98 5.644 8.3 180 0 0
74	-4.98 6.308 8.3 180 0 0
75	-4.316 -6.308 8.3 180 0 0
76	-4.316 -5.644 8.3 180 0 0
77	-4.316 -4.98 8.3 180 0 0
78	-4.316 -4.316 8.3 180 0 0
79	-4.316 -3.652 8.3 180 0 0
80	-4.316 -2.988 8.3 180 0 0
81	-4.316 -2.324 8.3 180 0 0
82	-4.316 -1.66 8.3 180 0 0
83	-4.316 -0.996 8.3 180 0 0
84	-4.316 -0.332 8.3 180 0 0
85	-4.316 0.332 8.3 180 0 0
86	-4.316 0.996 8.3 180 0 0
87	-4.316 1.66 8.3 180 0 0
88	-4.316 2.324 8.3 180 0 0
89	-4.316 2.988 8.3 180 0 0
90	-4.316 3.652 8.3 180 0 0
91	-4.316 4.316 8.3 180 0 0
92	-4.316 4.98 8.3 180 0 0
93	-4.316 5.644 8.3 180 0 0
94	-4.316 6.308 8.3 180 0 0
95	-3.652 -6.972 8.3 180 0 0
96	-3.652 -6.308 8.3 180 0 0
97	-3.652 -5.644 8.3 180 0 0
98	-3.652 -4.98 8.3 180 0 0
99	-3.652 -4.316 8.3 180 0 0
100	-3.652 -3.652 8.3 180 0 0
101	-3.652 -2.988 8.3 180 0 0
102	-3.652 -2.324 8.3 180 0 0
103	-3.652 -1.66 8.3 180 0 0
104	-3.652 -0.996 8.3 180 0 0
105	-3.652 -0.332 8.3 180 0 0
106	-3.652 0.332 8.3 180 0 0
107	-3.652 0.996 8.3 180 0 0
108	-3.652 1.66 8.3 180 0 0
109	-3.652 2.324 8.3 180 0 0
110	-3.652 2.988 8.3 180 0 0
111	-3.652 3.652 8.3 180 0 0
112	-3.652 4.316 8.3 180 0 0
113	-3.652 4.98 8.3 180 0 0
114	-3.652 5.644 8.3 180 0 0
115	-3.652 6.308 8.3 180 0 0
116	-3.652 6.972 8.3 180 0 0
117	-2.988 -6.972 8.3 180 0 0
118	-2.988 -6.308 8.3 180 0 0
119	-2.988 -5.644 8.3 180 0 0
120	-2.988 -4.98 8.3 180 0 0
121	-2.988 -4.316 8.3 180 0 0
122	-2.988 -3.652 8.3 180 0 0
123	-2.988 -2.988 8.3 180 0 0
124	-2.988 -2.324 8.3 180 0 0
125	-2.988 -1.66 8.3 180 0 0
126	-2.988 -0.996 8.3 180 0 0
127	-2.988 -0.332 8.3 180 0 0
128	-2.988 0.332 8.3 180 0 0
129	-2.988 0.996 8.3 180 0 0
130	-2.988 1.66 8.3 180 0 0
131	-2.988 2.324 8.3 180 0 0
132	-2.988 2.988 8.3 180 0 0
133	-2.988 3.652 8.3 180 0 0
134	-2.988 4.316 8.3 180 0 0
135	-2.988 4.98 8.3 180 0 0
136	-2.988 5.644 8.3 180 0 0
137	-2.988 6.308 8.3 180 0 0
138	-2.988 6.972 8.3 180 0 0
139	-2.324 -7.636 8.3 180 0 0
140	-2.324 -6.972 8.3 180 0 0
141	-2.324 -6.308 8.3 180 0 0
142	-2.324 -5.644 8.3 180 0 0
143	-2.324 -4.98 8.3 180 0 0
144	-2.324 -4.316 8.3 180 0 0
145	-2.324 -3.652 8.3 180 0 0
146	-2.324 -2.988 8.3 180 0 0
147	-2.324 -2.324 8.3 180 0 0
148	-2.324 -1.66 8.3 180 0 0
149	-2.324 -0.996 8.3 180 0 0
150	-2.324 -0.332 8.3 180 0 0
151	-2.324 0.332 8.3 180 0 0
152	-2.324 0.996 8.3 180 0 0
153	-2.324 1.66 8.3 180 0 0
154	-2.324 2.324 8.3 180 0 0
155	-2.324 2.988 8.3 180 0 0
156	-2.324 3.652 8.3 180 0 0
157	-2.324 4.316 8.3 180 0 0
158	-2.324 4.98 8.3 180 0 0
159	-2.324 5.644 8.3 180 0 0
160	-2.324 6.308 8.3 180 0 0
161	-2.324 6.972 8.3 180 0 0
162	-2.324 7.636 8.3 180 0 0
163	-1.66 -7.636 8.3 180 0 0
164	-1.66 -6.972 8.3 180 0 0
165	-1.66 -6.308 8.3 180 0 0
166	-1.66 -5.644 8.3 180 0 0
167	-1.66 -4.98 8.3 180 0 0
168	-1.66 -4.316 8.3 180 0 0
169	-1.66 -3.652 8.3 180 0 0
170	-1.66 -2.988 8.3 180 0 0
171	-1.66 -2.324 8.3 180 0 0
172	-1.66 -1.66 8.3 180 0 0
173	-1.66 -0.996 8.3 180 0 0
174	-1.66 -0.332 8.3 180 0 0
175	-1.66 0.332 8.3 180 0 0
176	-1.66 0.996 8.3 180 0 0
177	-1.66 1.66 8.3 180 0 0
178	-1.66 2.324 8.3 180 0 0
179	-1.66 2.988 8.3 180 0 0
180	-1.66 3.652 8.3 180 0 0
181	-1.66 4.316 8.3 180 0 0
182	-1.66 4.98 8.3 180 0 0
183	-1.66 5.644 8.3 180 0 0
184	-1.66 6.308 8.3 180 0 0
185	-1.66 6.972 8.3 180 0 0
186	-1.66 7.636 8.3 180 0 0
187	-0.996 -7.636 8.3 180 0 0
188	-0.996 -6.972 8.3 180 0 0
189	-0.996 -6.308 8.3 180 0 0
190	-0.996 -5.644 8.3 180 0 0
191	-0.996 -4.98 8.3 180 0 0
192	-0.996 -4.316 8.3 180 0 0
193	-0.996 -3.652 8.3 180 0 0
194	-0.996 -2.988 8.3 180 0 0
195	-0.996 -2.324 8.3 180 0 0
196	-0.996 -1.66 8.3 180 0 0
197	-0.996 -0.996 8.3 180 0 0
198	-0.996 -0.332 8.3 180 0 0
199	-0.996 0.332 8.3 180 0 0
200	-0.996 0.996 8.3 180 0 0
201	-0.996 1.66 8.3 180 0 0
202	-0.996 2.324 8.3 180 0 0
203	-0.996 2.988 8.3 180 0 0
204	-0.996 3.652 8.3 180 0 0
205	-0.996 4.316 8.3 180 0 0
206	-0.996 4.98 8.3 180 0 0
207	-0.996 5.644 8.3 180 0 0
208	-0.996 6.308 8.3 180 0 0
209	-0.996 6.972 8.3 180 0 0
210	-0.996 7.636 8.3 180 0 0
211	-0.332 -7.636 8.3 180 0 0
212	-0.332 -6.972 8.3 180 0 0
213	-0.332 -6.308 8.3 180 0 0
214	-0.332 -5.644 8.3 180 0 0
215	-0.332 -4.98 8.3 180 0 0
216	-0.332 -4.316 8.3 180 0 0
217	-0.332 -3.652 8.3 180 0 0
218	-0.332 -2.988 8.3 180 0 0
219	-0.332 -2.324 8.3 180 0 0
220	-0.332 -1.66 8.3 180 0 0
221	-0.332 -0.996 8.3 180 0 0
222	-0.332 -0.332 8.3 180 0 0
223	-0.332 0.332 8.3 180 0 0
224	-0.332 0.996 8.3 180 0 0
225	-0.332 1.66 8.3 180 0 0
226	-0.332 2.324 8.3 180 0 0
227	-0.332 2.988 8.3 180 0 0
228	-0.332 3.652 8.3 180 0 0
229	-0.332 4.316 8.3 180 0 0
230	-0.332 4.98 8.3 180 0 0
231	-0.332 5.644 8.3 180 0 0
232	-0.332 6.308 8.3 180 0 0
233	-0.332 6.972 8.3 180 0 0
234	-0.332 7.636 8.3 180 0 0
235	0.332 -7.636 8.3 180 0 0
236	0.332 -6.972 8.3 180 0 0
237	0.332 -6.308 8.3 180 0 0
238	0.332 -5.644 8.3 180 0 0
239	0.332 -4.98 8.3 180 0 0
240	0.332 -4.316 8.3 180 0 0
241	0.332 -3.652 8.3 180 0 0
242	0.332 -2.988 8.3 180 0 0
243	0.332 -2.324 8.3 180 0 0
244	0.332 -1.66 8.3 180 0 0
245	0.332 -0.996 8.3 180 0 0
246	0.332 -0.332 8.3 180 0 0
247	0.332 0.332 8.3 180 0 0
248	0.332 0.996 8.3 180 0 0
249	0.332 1.66 8.3 180 0 0
250	0.332 2.324 8.3 180 0 0
251	0.332 2.988 8.3 180 0 0
252	0.332 3.652 8.3 180 0 0
253	0.332 4.316 8.3 180 0 0
254	0.332 4.98 8.3 180 0 0
255	0.332 5.644 8.3 180 0 0
256	0.332 6.308 8.3 180 0 0
257	0.332 6.972 8.3 180 0 0
258	0.332 7.636 8.3 180 0 0
259	0.996 -7.636 8.3 180 0 0
260	0.996 -6.972 8.3 180 0 0
261	0.996 -6.308 8.3 180 0 0
262	0.996 -5.644 8.3 180 0 0
263	0.996 -4.98 8.3 180 0 0
264	0.996 -4.316 8.3 180 0 0
265	0.996 -3.652 8.3 180 0 0
266	0.996 -2.988 8.3 180 0 0
267	0.996 -2.324 8.3 180 0 0
268	0.996 -1.66 8.3 180 0 0
269	0.996 -0.996 8.3 180 0 0
270	0.996 -0.332 8.3 180 0 0
271	0.996 0.332 8.3 180 0 0
272	0.996 0.996 8.3 180 0 0
273	0.996 1.66 8.3 180 0 0
274	0.996 2.324 8.3 180 0 0
275	0.996 2.988 8.3 180 0 0
276	0.996 3.652 8.3 180 0 0
277	0.996 4.316 8.3 180 0 0
278	0.996 4.98 8.3 180 0 0
279	0.996 5.644 8.3 180 0 0
280	0.996 6.308 8.3 180 0 0
281	0.996 6.972 8.3 180 0 0
282	0.996 7.636 8.3 180 0 0
283	1.66 -7.636 8.3 180 0 0
284	1.66 -6.972 8.3 180 0 0
285	1.66 -6.308 8.3 180 0 0
286	1.66 -5.644 8.3 180 0 0
287	1.66 -4.98 8.3 180 0 0
288	1.66 -4.316 8.3 180 0 0
289	1.66 -3.652 8.3 180 0 0
290	1.66 -2.988 8.3 180 0 0
291	1.66 -2.324 8.3 180 0 0
292	1.66 -1.66 8.3 180 0 0
293	1.66 -0.996 8.3 180 0 0
294	1.66 -0.332 8.3 180 0 0
295	1.66 0.332 8.3 180 0 0
296	1.66 0.996 8.3 180 0 0
297	1.66 1.66 8.3 180 0 0
298	1.66 2.324 8.3 180 0 0
299	1.66 2.988 8.3 180 0 0
300	1.66 3.652 8.3 180 0 0
301	1.66 4.316 8.3 180 0 0
302	1.66 4.98 8.3 180 0 0
303	1.66 5.644 8.3 180 0 0
304	1.66 6.308 8.3 180 0 0
305	1.66 6.972 8.3 180 0 0
306	1.66 7.636 8.3 180 0 0
307	2.324 -7.636 8.3 180 0 0
308	2.324 -6.972 8.3 180 0 0
309	2.324 -6.308 8.3 180 0 0
310	2.324 -5.644 8.3 180 0 0
311	2.324 -4.98 8.3 180 0 0
312	2.324 -4.316 8.3 180 0 0
313	2.324 -3.652 8.3 180 0 0
314	2.324 -2.988 8.3 180 0 0
315	2.324 -2.324 8.3 180 0 0
316	2.324 -1.66 8.3 180 0 0
317	2.324 -0.996 8.3 180 0 0
318	2.324 -0.332 8.3 180 0 0
319	2.324 0.332 8.3 180 0 0
320	2.324 0.996 8.3 180 0 0
321	2.324 1.66 8.3 180 0 0
322	2.324 2.324 8.3 180 0 0
323	2.324 2.988 8.3 180 0 0
324	2.324 3.652 8.3 180 0 0
325	2.324 4.316 8.3 180 0 0
326	2.324 4.98 8.3 180 0 0
327	2.324 5.644 8.3 180 0 0
328	2.324 6.308 8.3 180 0 0
329	2.324 6.972 8.3 180 0 0
330	2.324 7.636 8.3 180 0 0
331	2.988 -6.972 8.3 180 0 0
332	2.988 -6.308 8.3 180 0 0
333	2.988 -5.644 8.3 180 0 0
334	2.988 -4.98 8.3 180 0 0
335	2.988 -4.316 8.3 180 0 0
336	2.988 -3.652 8.3 180 0 0
337	2.988 -2.988 8.3 180 0 0
338	2.988 -2.324 8.3 180 0 0
339	2.988 -1.66 8.3 180 0 0
340	2.988 -0.996 8.3 180 0 0
341	2.988 -0.332 8.3 180 0 0
342	2.988 0.332 8.3 180 0 0
343	2.988 0.996 8.3 180 0 0
344	2.988 1.66 8.3 180 0 0
345	2.988 2.324 8.3 180 0 0
346	2.988 2.988 8.3 180 0 0
347	2.988 3.652 8.3 180 0 0
348	2.988 4.316 8.3 180 0 0
349	2.988 4.98 8.3 180 0 0
350	2.988 5.644 8.3 180 0 0
351	2.988 6.308 8.3 180 0 0
352	2.988 6.972 8.3 180 0 0
353	3.652 -6.972 8.3 180 0 0
354	3.652 -6.308 8.3 180 0 0
355	3.652 -5.644 8.3 180 0 0
356	3.652 -4.98 8.3 180 0 0
357	3.652 -4.316 8.3 180 0 0
358	3.652 -3.652 8.3 180 0 0
359	3.652 -2.988 8.3 180 0 0
360	3.652 -2.324 8.3 180 0 0
361	3.652 -1.66 8.3 180 0 0
362	3.652 -0.996 8.3 180 0 0
363	3.652 -0.332 8.3 180 0 0
364	3.652 0.332 8.3 180 0 0
365	3.652 0.996 8.3 180 0 0
366	3.652 1.66 8.3 180 0 0
367	3.652 2.324 8.3 180 0 0
368	3.652 2.988 8.3 180 0 0
369	3.652 3.652 8.3 180 0 0
370	3.652 4.316 8.3 180 0 0
371	3.652 4.98 8.3 180 0 0
372	3.652 5.644 8.3 180 0 0
373	3.652 6.308 8.3 180 0 0
374	3.652 6.972 8.3 180 0 0
375	4.316 -6.308 8.3 180 0 0
376	4.316 -5.644 8.3 180 0 0
377	4.316 -4.98 8.3 180 0 0
378	4.316 -4.316 8.3 180 0 0
379	4.316 -3.652 8.3 180 0 0
380	4.316 -2.988 8.3 180 0 0
381	4.316 -2.324 8.3 180 0 0
382	4.316 -1.66 8.3 180 0 0
383	4.316 -0.996 8.3 180 0 0
384	4.316 -0.332 8.3 180 0 0
385	4.316 0.332 8.3 180 0 0
386	4.316 0.996 8.3 180 0 0
387	4.316 1.66 8.3 180 0 0
388	4.316 2.324 8.3 180 0 0
389	4.316 2.988 8.3 180 0 0
390	4.316 3.652 8.3 180 0 0
391	4.316 4.316 8.3 180 0 0
392	4.316 4.98 8.3 180 0 0
393	4.316 5.644 8.3 180 0 0
394	4.316 6.308 8.3 180 0 0
395	4.98 -6.308 8.3 180 0 0
396	4.98 -5.644 8.3 180 0 0
397	4.98 -4.98 8.3 180 0 0
398	4.98 -4.316 8.3 180 0 0
399	4.98 -3.652 8.3 180 0 0
400	4.98 -2.988 8.3 180 0 0
401	4.98 -2.324 8.3 180 0 0
402	4.98 -1.66 8.3 180 0 0
403	4.98 -0.996 8.3 180 0 0
404	4.98 -0.332 8.3 180 0 0
405	4.98 0.332 8.3 180 0 0
406	4.98 0.996 8.3 180 0 0
407	4.98 1.66 8.3 180 0 0
408	4.98 2.324 8.3 180 0 0
409	4.98 2.988 8.3 180 0 0
410	4.98 3.652 8.3 180 0 0
411	4.98 4.316 8.3 180 0 0
412	4.98 4.98 8.3 180 0 0
413	4.98 5.644 8.3 180 0 0
414	4.98 6.308 8.3 180 0 0
415	5.644 -5.644 8.3 180 0 0
416	5.644 -4.98 8.3 180 0 0
417	5.644 -4.316 8.3 180 0 0
418	5.644 -3.652 8.3 180 0 0
419	5.644 -2.988 8.3 180 0 0
420	5.644 -2.324 8.3 180 0 0
421	5.644 -1.66 8.3 180 0 0
422	5.644 -0.996 8.3 180 0 0
423	5.644 -0.332 8.3 180 0 0
424	5.644 0.332 8.3 180 0 0
425	5.644 0.996 8.3 180 0 0
426	5.644 1.66 8.3 180 0 0
427	5.644 2.324 8.3 180 0 0
428	5.644 2.988 8.3 180 0 0
429	5.644 3.652 8.3 180 0 0
430	5.644 4.316 8.3 180 0 0
431	5.644 4.98 8.3 180 0 0
432	5.644 5.644 8.3 180 0 0
433	6.308 -4.98 8.3 180 0 0
434	6.308 -4.316 8.3 180 0 0
435	6.308 -3.652 8.3 180 0 0
436	6.308 -2.988 8.3 180 0 0
437	6.308 -2.324 8.3 180 0 0
438	6.308 -1.66 8.3 180 0 0
439	6.308 -0.996 8.3 180 0 0
440	6.308 -0.332 8.3 180 0 0
441	6.308 0.332 8.3 180 0 0
442	6.308 0.996 8.3 180 0 0
443	6.308 1.66 8.3 180 0 0
444	6.308 2.324 8.3 180 0 0
445	6.308 2.988 8.3 180 0 0
446	6.308 3.652 8.3 180 0 0
447	6.308 4.316 8.3 180 0 0
448	6.308 4.98 8.3 180 0 0
449	6.972 -3.652 8.3 180 0 0
450	6.972 -2.988 8.3 180 0 0
451	6.972 -2.324 8.3 180 0 0
452	6.972 -1.66 8.3 180 0 0
453	6.972 -0.996 8.3 180 0 0
454	6.972 -0.332 8.3 180 0 0
455	6.972 0.332 8.3 180 0 0
456	6.972 0.996 8.3 180 0 0
457	6.972 1.66 8.3 180 0 0
458	6.972 2.324 8.3 180 0 0
459	6.972 2.988 8.3 180 0 0
460	6.972 3.652 8.3 180 0 0
461	7.636 -2.324 8.3 180 0 0
462	7.636 -1.66 8.3 180 0 0
463	7.636 -0.996 8.3 180 0 0
464	7.636 -0.332 8.3 180 0 0
465	7.636 0.332 8.3 180 0 0
466	7.636 0.996 8.3 180 0 0
467	7.636 1.66 8.3 180 0 0
468	7.636 2.324 8.3 180 0 0
469	-7.636 -2.324 -8.3 0 0 0
470	-7.636 -1.66 -8.3 0 0 0
471	-7.636 -0.996 -8.3 0 0 0
472	-7.636 -0.332 -8.3 0 0 0
473	-7.636 0.332 -8.3 0 0 0
474	-7.636 0.996 -8.3 0 0 0
475	-7.636 1.66 -8.3 0 0 0
476	-7.636 2.324 -8.3 0 0 0
477	-6.972 -3.652 -8.3 0 0 0
478	-6.972 -2.988 -8.3 0 0 0
479	-6.972 -2.324 -8.3 0 0 0
480	-6.972 -1.66 -8.3 0 0 0
481	-6.972 -0.996 -8.3 0 0 0
482	-6.972 -0.332 -8.3 0 0 0
483	-6.972 0.332 -8.3 0 0 0
484	-6.972 0.996 -8.3 0 0 0
485	-6.972 1.66 -8.3 0 0 0
486	-6.972 2.324 -8.3 0 0 0
487	-6.972 2.988 -8.3 0 0 0
488	-6.972 3.652 -8.3 0 0 0
489	-6.308 -4.98 -8.3 0 0 0
490	-6.308 -4.316 -8.3 0 0 0
491	-6.308 -3.652 -8.3 0 0 0
492	-6.308 -2.988 -8.3 0 0 0
493	-6.308 -2.324 -8.3 0 0 0
494	-6.308 -1.66 -8.3 0 0 0
495	-6.308 -0.996 -8.3 0 0 0
496	-6.308 -0.332 -8.3 0 0 0
497	-6.308 0.332 -8.3 0 0 0
498	-6.308 0.996 -8.3 0 0 0
499	-6.308 1.66 -8.3 0 0 0
500	-6.308 2.324 -8.3 0 0 0
501	-6.308 2.988 -8.3 0 0 0
502	-6.308 3.652 -8.3 0 0 0
503	-6.308 4.316 -8.3 0 0 0
504	-6.308 4.98 -8.3 0 0 0
505	-5.644 -5.644 -8.3 0 0 0
506	-5.644 -4.98 -8.3 0 0 0
507	-5.644 -4.316 -8.3 0 0 0
508	-5.644 -3.652 -8.3 0 0 0
509	-5.644 -2.988 -8.3 0 0 0
510	-5.644 -2.324 -8.3 0 0 0
511	-5.644 -1.66 -8.3 0 0 0
512	-5.644 -0.996 -8.3 0 0 0
513	-5.644 -0.332 -8.3 0 0 0
514	-5.644 0.332 -8.3 0 0 0
515	-5.644 0.996 -8.3 0 0 0
516	-5.644 1.66 -8.3 0 0 0
517	-5.644 2.324 -8.3 0 0 0
518	-5.644 2.988 -8.3 0 0 0
519	-5.644 3.652 -8.3 0 0 0
520	-5.644 4.316 -8.3 0 0 0
521	-5.644 4.98 -8.3 0 0 0
522	-5.644 5.644 -8.3 0 0 0
523	-4.98 -6.308 -8.3 0 0 0
524	-4.98 -5.644 -8.3 0 0 0
525	-4.98 -4.98 -8.3 0 0 0
526	-4.98 -4.316 -8.3 0 0 0
527	-4.98 -3.652 -8.3 0 0 0
528	-4.98 -2.988 -8.3 0 0 0
529	-4.98 -2.324 -8.3 0 0 0
530	-4.98 -1.66 -8.3 0 0 0
531	-4.98 -0.996 -8.3 0 0 0
532	-4.98 -0.332 -8.3 0 0 0
533	-4.98 0.332 -8.3 0 0 0
534	-4.98 0.996 -8.3 0 0 0
535	-4.98 1.66 -8.3 0 0 0
536	-4.98 2.324 -8.3 0 0 0
537	-4.98 2.988 -8.3 0 0 0
538	-4.98 3.652 -8.3 0 0 0
539	-4.98 4.316 -8.3 0 0 0
540	-4.98 4.98 -8.3 0 0 0
541	-4.98 5.644 -8.3 0 0 0
542	-4.98 6.308 -8.3 0 0 0
543	-4.316 -6.308 -8.3 0 0 0
544	-4.316 -5.644 -8.3 0 0 0
545	-4.316 -4.98 -8.3 0 0 0
546	-4.316 -4.316 -8.3 0 0 0
547	-4.316 -3.652 -8.3 0 0 0
548	-4.316 -2.988 -8.3 0 0 0
549	-4.316 -2.324 -8.3 0 0 0
550	-4.316 -1.66 -8.3 0 0 0
551	-4.316 -0.996 -8.3 0 0 0
552	-4.316 -0.332 -8.3 0 0 0
553	-4.316 0.332 -8.3 0 0 0
554	-4.316 0.996 -8.3 0 0 0
555	-4.316 1.66 -8.3 0 0 0
556	-4.316 2.324 -8.3 0 0 0
557	-4.316 2.988 -8.3 0 0 0
558	-4.316 3.652 -8.3 0 0 0
559	-4.316 4.316 -8.3 0 0 0
560	-4.316 4.98 -8.3 0 0 0
561	-4.316 5.644 -8.3 0 0 0
562	-4.316 6.308 -8.3 0 0 0
563	-3.652 -6.972 -8.3 0 0 0
564	-3.652 -6.308 -8.3 0 0 0
565	-3.652 -5.644 -8.3 0 0 0
566	-3.652 -4.98 -8.3 0 0 0
567	-3.652 -4.316 -8.3 0 0 0
568	-3.652 -3.652 -8.3 0 0 0
569	-3.652 -2.988 -8.3 0 0 0
570	-3.652 -2.324 -8.3 0 0 0
571	-3.652 -1.66 -8.3 0 0 0
572	-3.652 -0.996 -8.3 0 0 0
573	-3.652 -0.332 -8.3 0 0 0
574	-3.652 0.332 -8.3 0 0 0
575	-3.652 0.996 -8.3 0 0 0
576	-3.652 1.66 -8.3 0 0 0
577	-3.652 2.324 -8.3 0 0 0
578	-3.652 2.988 -8.3 0 0 0
579	-3.652 3.652 -8.3 0 0 0
580	-3.652 4.316 -8.3 0 0 0
581	-3.652 4.98 -8.3 0 0 0
582	-3.652 5.644 -8.3 0 0 0
583	-3.652 6.308 -8.3 0 0 0
584	-3.652 6.972 -8.3 0 0 0
585	-2.988 -6.972 -8.3 0 0 0
586	-2.988 -6.308 -8.3 0 0 0
587	-2.988 -5.644 -8.3 0 0 0
588	-2.988 -4.98 -8.3 0 0 0
589	-2.988 -4.316 -8.3 0 0 0
590	-2.988 -3.652 -8.3 0 0 0
591	-2.988 -2.988 -8.3 0 0 0
592	-2.988 -2.324 -8.3 0 0 0
593	-2.988 -1.66 -8.3 0 0 0
594	-2.988 -0.996 -8.3 0 0 0
595	-2.988 -0.332 -8.3 0 0 0
596	-2.988 0.332 -8.3 0 0 0
597	-2.988 0.996 -8.3 0 0 0
598	-2.988 1.66 -8.3 0 0 0
599	-2.988 2.324 -8.3 0 0 0
600	-2.988 2.988 -8.3 0 0 0
601	-2.988 3.652 -8.3 0 0 0
602	-2.988 4.316 -8.3 0 0 0
603	-2.988 4.98 -8.3 0 0 0
604	-2.988 5.644 -8.3 0 0 0
605	-2.988 6.308 -8.3 0 0 0
606	-2.988 6.972 -8.3 0 0 0
607	-2.324 -7.636 -8.3 0 0 0
608	-2.324 -6.972 -8.3 0 0 0
609	-2.324 -6.308 -8.3 0 0 0
610	-2.324 -5.644 -8.3 0 0 0
611	-2.324 -4.98 -8.3 0 0 0
612	-2.324 -4.316 -8.3 0 0 0
613	-2.324 -3.652 -8.3 0 0 0
614	-2.324 -2.988 -8.3 0 0 0
615	-2.324 -2.324 -8.3 0 0 0
616	-2.324 -1.66 -8.3 0 0 0
617	-2.324 -0.996 -8.3 0 0 0
618	-2.324 -0.332 -8.3 0 0 0
619	-2.324 0.332 -8.3 0 0 0
620	-2.324 0.996 -8.3 0 0 0
621	-2.324 1.66 -8.3 0 0 0
622	-2.324 2.324 -8.3 0 0 0
623	-2.324 2.988 -8.3 0 0 0
624	-2.324 3.652 -8.3 0 0 0
625	-2.324 4.316 -8.3 0 0 0
626	-2.324 4.98 -8.3 0 0 0
627	-2.324 5.644 -8.3 0 0 0
628	-2.324 6.308 -8.3 0 0 0
629	-2.324 6.972 -8.3 0 0 0
630	-2.324 7.636 -8.3 0 0 0
631	-1.66 -7.636 -8.3 0 0 0
632	-1.66 -6.972 -8.3 0 0 0
633	-1.66 -6.308 -8.3 0 0 0
634	-1.66 -5.644 -8.3 0 0 0
635	-1.66 -4.98 -8.3 0 0 0
636	-1.66 -4.316 -8.3 0 0 0
637	-1.66 -3.652 -8.3 0 0 0
638	-1.66 -2.988 -8.3 0 0 0
639	-1.66 -2.324 -8.3 0 0 0
640	-1.66 -1.66 -8.3 0 0 0
641	-1.66 -0.996 -8.3 0 0 0
642	-1.66 -0.332 -8.3 0 0 0
643	-1.66 0.332 -8.3 0 0 0
644	-1.66 0.996 -8.3 0 0 0
645	-1.66 1.66 -8.3 0 0 0
646	-1.66 2.324 -8.3 0 0 0
647	-1.66 2.988 -8.3 0 0 0
648	-1.66 3.652 -8.3 0 0 0
649	-1.66 4.316 -8.3 0 0 0
650	-1.66 4.98 -8.3 0 0 0
651	-1.66 5.644 -8.3 0 0 0
