No	x	y	z	Rx	Ry	Rz
1	-7.50952 -2.76667 8.3 180 0 0
2	-7.50952 -1.97619 8.3 180 0 0
3	-7.50952 -1.18571 8.3 180 0 0
4	-7.50952 -0.395238 8.3 180 0 0
5	-7.50952 0.395238 8.3 180 0 0
6	-7.50952 1.18571 8.3 180 0 0
7	-7.50952 1.97619 8.3 180 0 0
8	-7.50952 2.76667 8.3 180 0 0
9	-6.71905 -4.34762 8.3 180 0 0
10	-6.71905 -3.55714 8.3 180 0 0
11	-6.71905 -2.76667 8.3 180 0 0
12	-6.71905 -1.97619 8.3 180 0 0
13	-6.71905 -1.18571 8.3 180 0 0
14	-6.71905 -0.395238 8.3 180 0 0
15	-6.71905 0.395238 8.3 180 0 0
16	-6.71905 1.18571 8.3 180 0 0
17	-6.71905 1.97619 8.3 180 0 0
18	-6.71905 2.76667 8.3 180 0 0
19	-6.71905 3.55714 8.3 180 0 0
20	-6.71905 4.34762 8.3 180 0 0
21	-5.92857 -5.1381 8.3 180 0 0
22	-5.92857 -4.34762 8.3 180 0 0
23	-5.92857 -3.55714 8.3 180 0 0
24	-5.92857 -2.76667 8.3 180 0 0
25	-5.92857 -1.97619 8.3 180 0 0
26	-5.92857 -1.18571 8.3 180 0 0
27	-5.92857 -0.395238 8.3 180 0 0
28	-5.92857 0.395238 8.3 180 0 0
29	-5.92857 1.18571 8.3 180 0 0
30	-5.92857 1.97619 8.3 180 0 0
31	-5.92857 2.76667 8.3 180 0 0
32	-5.92857 3.55714 8.3 180 0 0
33	-5.92857 4.34762 8.3 180 0 0
34	-5.92857 5.1381 8.3 180 0 0
35	-5.1381 -5.92857 8.3 180 0 0
36	-5.1381 -5.1381 8.3 180 0 0
37	-5.1381 -4.34762 8.3 180 0 0
38	-5.1381 -3.55714 8.3 180 0 0
39	-5.1381 -2.76667 8.3 180 0 0
40	-5.1381 -1.97619 8.3 180 0 0
41	-5.1381 -1.18571 8.3 180 0 0
42	-5.1381 -0.395238 8.3 180 0 0
43	-5.1381 0.395238 8.3 180 0 0
44	-5.1381 1.18571 8.3 180 0 0
45	-5.1381 1.97619 8.3 180 0 0
46	-5.1381 2.76667 8.3 180 0 0
