24.542744	95.760592	1279.846156	
26.294469	95.199777	2166.601288	
24.802109	95.597678	1547.740620	
24.337584	95.712758	1260.503891	
20.854863	96.157491	1824.144588	
25.120701	95.987830	4521.831929	
21.890980	96.194051	1644.891439	
29.498782	92.848923	1538.102397	
26.275467	95.847660	1194.984688	
28.370609	96.527286	2802.224075	
23.594750	95.712964	1478.214432	
25.368255	94.308380	3238.996750	
23.816361	95.101305	2257.136641	
22.715491	95.183942	1839.635135	
20.320902	95.453022	1238.273005	
21.947672	94.105440	1728.719959	
23.218628	96.826696	3109.042645	
29.968131	96.680632	1618.430195	
27.233474	92.652801	1290.075248	
25.776410	95.552839	1137.827955	
29.913511	93.008419	1416.367144	
30.039769	96.769119	1566.545724	
22.791558	95.962360	2401.987934	
27.062344	96.314142	3027.434112	
23.471895	96.434587	1481.063700	
22.925194	96.330827	2799.979553	
25.139572	92.962044	1506.823480	
24.208651	96.935157	2078.339286	
23.244634	94.640733	2762.082806	
25.227199	95.385599	2932.417362	
22.759796	94.754815	2035.077426	
25.631381	96.001617	2190.104668	
24.595315	94.898185	2121.563897	
26.682329	96.069650	2620.495802	
25.598377	97.168901	1707.799491	
25.848324	92.705726	1433.151556	
19.926388	94.687882	1333.951739	
26.216053	91.887801	1465.107823	
21.358291	96.676913	1075.503752	
23.388575	96.664557	2379.969296	
27.320306	96.651940	2743.234925	
28.913952	93.987262	1369.235324	
23.235805	93.864583	3163.503435	
30.229103	92.377600	1451.167712	
20.013852	96.283537	3455.743392	
22.439010	95.958326	3047.369039	
23.316606	95.421039	2283.977105	
23.776663	93.588135	1482.234435	
24.579720	94.502894	1603.126692	
21.514284	93.294050	1377.525428	
28.653093	95.874658	1413.336719	
25.641668	95.358284	1669.551425	
23.416903	96.881493	2718.329035	
22.523294	95.116090	1272.560404	
26.009997	95.691190	1674.319641	
25.116488	96.147999	2225.324866	
21.424074	96.867226	4810.432680	
23.000537	94.745472	1439.548437	
24.472966	95.418829	1749.107716	
24.592587	94.923906	1698.953806	
25.902174	93.049898	1314.635250	
25.076172	93.847434	1507.052154	
22.608426	95.366767	3754.980146	
26.014704	95.965355	1766.142414	
23.336128	94.667021	1878.520809	
22.944767	95.303746	2299.919349	
27.918791	93.055081	1504.509574	
25.813357	95.878291	1254.147749	
78.291599	-62.217185	1966.712903	
24.922119	93.523000	1467.494438	
24.711773	94.334739	1199.433529	
28.542248	92.887865	1348.457639	
19.444067	95.059261	1222.580801	
23.620572	96.446054	1955.112368	
22.993736	94.966597	1819.800696	
24.155179	93.087172	1397.252899	
24.313168	93.987128	3079.761644	
26.036503	95.751499	1267.914203	
23.157378	95.086229	1715.185996	
25.516315	94.500216	2878.963235	
27.282662	93.701007	1415.429383	
23.677382	96.607725	3136.317689	
22.406217	97.121594	2529.422991	
22.084319	91.626861	1800.998994	
20.980137	94.565841	2804.437705	
24.926208	93.785463	1335.865982	
22.653676	97.054845	1636.425023	
20.453150	95.330782	2292.929770	
26.852267	95.753969	6007.935492	
23.946735	96.751362	2066.333947	
24.317473	94.815394	1713.203576	
25.160165	99.050315	3101.478364	
17.296771	94.938413	1199.180736	
24.771257	95.760589	2139.453493	
27.677714	94.665762	1362.978668	
22.130120	94.706497	1686.760401	
21.246155	95.952089	2594.848474	
27.281789	95.813805	1689.726388	
25.227764	96.659800	3523.670696	
29.592792	93.929602	1230.529025	
26.678969	95.144008	1235.498068	
24.163121	93.056970	2940.792977	
23.960781	96.221008	2192.515954	
25.956585	94.651685	1638.381977	
28.053909	96.216496	2103.389365	
29.171896	96.851137	1420.856226	
27.362322	95.024595	1836.079558	
26.229109	94.372137	1639.265927	
21.617040	95.010005	918.077755	
25.117766	92.618253	1348.703504	
29.116883	93.794186	1354.950235	
22.954200	95.154970	1362.311672	
23.150938	94.750135	1775.538612	
21.053627	96.394407	3278.399146	
26.671478	92.255561	1921.534591	
23.481249	96.078398	2801.476926	
26.035402	92.795301	1465.106849	
19.381965	96.198857	1960.354469	
27.247709	97.604409	6115.565582	
23.478189	95.327785	1882.784220	
23.733121	92.663904	1341.483232	
25.629663	95.267580	3272.049865	
28.204162	94.505673	1764.840242	
24.643676	95.039258	1727.449348	
27.816094	96.268700	1359.500409	
24.604083	94.181368	1367.231497	
30.143724	95.591486	1989.646655	
nan	nan	708.576441	
23.747266	96.488765	2624.672817	
25.888288	91.208721	1436.403519	
28.197608	93.871000	1828.530225	
20.286096	94.433647	2545.815123	
24.986007	94.326570	2170.588624	
24.494539	93.853130	2600.539642	
23.176455	95.686669	1783.923503	
19.291792	97.646393	9165.973924	
25.822629	94.878558	1818.103786	
28.477341	96.595752	2644.948143	
nan	nan	695.694775	
27.790554	91.989361	1406.948940	
24.763730	97.096828	3922.164028	
24.850348	95.730490	1320.328162	
22.384477	95.586203	1286.104528	
25.365594	94.499117	2865.581352	
21.853779	96.062978	1938.987596	
24.129992	95.166277	1284.049942	
23.308163	94.970178	1318.095367	
24.745676	95.466193	2735.351965	
27.819266	96.226462	2335.280715	
24.039754	95.743078	2867.815473	
20.955021	92.378750	1433.100596	
25.807823	95.874870	1286.565462	
24.576559	96.002033	2567.657865	
23.282668	99.137842	3511.744154	
22.984842	96.477344	3707.401074	
25.984473	95.184136	1827.992265	
21.956929	94.097429	2100.100779	
21.718950	95.173931	1350.719167	
24.563074	94.620265	1393.503664	
24.946687	93.981285	1858.238352	
23.875538	97.357497	2473.941108	
23.884360	94.321746	1319.942931	
30.504542	94.252525	2101.756609	
28.612140	94.611458	2327.401915	
17.555833	95.888815	1841.563747	
23.295654	94.955823	2441.673551	
24.652510	95.606409	2860.261913	
25.637076	94.470994	1388.083761	
24.145067	96.522703	1605.080515	
22.681584	98.130937	7245.780982	
21.952695	92.688374	1533.771247	
22.547136	95.371995	2045.233548	
29.688139	94.732656	1345.043316	
22.850659	96.476356	1211.458045	
nan	nan	653.962563	
26.132072	94.901045	3312.061793	
22.778484	94.491086	1394.024966	
24.331113	96.689292	1264.643656	
23.665955	95.625858	1357.354507	
22.073603	96.162206	1618.981460	
24.652634	95.502932	2433.811860	
23.440780	95.724754	3059.348306	
28.459765	94.247469	1255.321220	
27.871154	94.671717	1392.910605	
22.740003	94.849425	1259.230848	
19.759760	99.533426	3328.155247	
23.268812	93.355703	1477.632304	
26.770301	95.408704	1357.301598	
24.014032	94.199836	1362.634630	
22.038472	95.610351	2048.279945	
26.289120	94.930835	3261.884115	
21.258302	94.843746	2611.381289	
26.682743	94.933454	2242.441704	
nan	nan	797.721042	
29.743323	93.857261	2136.035023	
25.390604	95.159605	1627.006254	
23.493305	96.270406	3598.095213	
29.466343	97.166221	2151.337751	
21.593173	96.139457	1869.156226	
21.597061	93.420611	2388.165654	
25.779089	93.432820	1490.455266	
25.741593	96.960943	3573.117139	
26.313038	94.368643	1417.976449	
25.562030	94.857292	1267.324632	
23.612967	93.694004	1590.271137	
27.843927	93.872413	1950.189451	
24.446304	93.493542	1286.046635	
27.640383	94.523279	1199.560442	
25.117591	94.040307	1346.745335	
27.648017	95.984003	3394.259845	
25.026989	95.146577	1298.322804	
28.069404	94.182300	1292.586799	
25.944034	94.478061	2698.371878	
nan	nan	794.885903	
24.616810	94.684559	2215.114570	
26.766826	96.949554	5204.430652	
24.751959	95.145835	1364.632029	
25.800023	94.180780	1252.397643	
25.295018	94.689479	2500.848845	
27.615652	93.631486	1887.652837	
20.291767	95.625632	2087.399840	
26.143469	95.321767	1311.972817	
24.237196	93.322339	2086.949729	
22.628350	95.630997	1187.776735	
24.538512	95.636396	2973.811061	
25.607743	93.106753	1272.312347	
26.783241	96.284589	2617.297140	
21.496646	95.818110	1235.231749	
29.739686	96.740844	3101.436440	
23.241209	95.158557	2394.528293	
21.965665	93.865861	1975.868510	
25.518861	93.210593	1411.453367	
22.555138	95.517698	1860.861507	
24.297060	95.396150	1466.185905	
30.334703	90.774737	1276.289464	
21.787573	93.109476	1466.069066	
22.070446	95.174012	1705.654473	
23.017319	95.678582	1726.756365	
23.969365	96.275698	2106.588722	
24.103424	96.985752	3487.608141	
22.757119	93.411331	1223.586701	
22.796172	95.350243	1244.713150	
24.913371	96.355335	2172.412277	
21.237129	96.814099	1055.235753	
21.292794	93.714140	1471.324642	
27.524913	93.838878	1409.250056	
23.121013	95.810377	1223.567005	
22.687230	95.969005	3062.123688	
22.761907	95.757700	6517.468237	
22.082375	94.844402	1842.020155	
25.613322	94.537947	1366.986147	
29.921444	95.876925	2237.995978	
24.024769	95.189842	2347.459394	
26.131631	94.493792	2044.631499	
24.643750	94.068034	1431.847172	
20.599898	94.643476	3742.368663	
19.736748	95.592274	1826.142746	
22.248888	94.919402	1356.905181	
26.363031	94.211242	1407.739799	
22.354685	98.323353	1686.447596	
27.302174	95.243613	3521.507349	
21.589788	95.073443	1667.671876	
23.654480	94.078171	1778.693975	
27.073958	91.931711	1459.504771	
23.845924	98.761400	4382.717644	
25.502023	94.733915	1545.025373	
26.831459	96.108764	2328.719452	
20.395194	94.215513	1331.873836	
26.959130	97.001633	3918.306371	
22.976774	93.407068	1451.703292	
19.986209	100.560692	4799.288413	
23.864517	93.662732	1354.346735	
24.722978	96.178972	1683.184101	
25.551308	94.716154	1269.584482	
20.278894	96.500018	2656.634029	
25.715060	95.407261	1144.469495	
26.308797	95.341852	1256.496854	
24.684743	95.073951	1244.674044	
22.159149	96.567237	2631.356649	
28.224525	96.424541	3197.067379	
25.425396	94.328589	1287.445708	
23.743948	93.360523	1279.314158	
24.480498	97.007381	1613.261998	
23.563333	92.351845	1480.893925	
26.922964	95.876341	1361.483462	
26.925400	95.198456	2933.700715	
24.699047	96.674858	9228.535939	
27.323893	93.440838	1318.014300	
27.810694	92.513326	1420.273360	
21.257380	93.609959	1365.086873	
25.657690	95.707769	4477.322201	
25.359697	94.528215	1457.159418	
23.688893	97.346401	3433.898026	
23.511839	95.082799	3268.373152	
23.128959	95.021563	2226.155142	
23.707582	93.687897	1215.769621	
27.433945	92.876641	1214.690013	
24.673975	94.714456	1927.045208	
23.239685	97.951507	2197.932339	
23.788731	94.464413	1455.687051	
23.193210	95.278763	1799.890044	
26.443647	95.045379	2741.474052	
24.055601	97.302233	3836.443404	
23.060313	95.192377	2849.752214	
25.350531	94.871233	2764.959851	
22.125883	96.146111	1675.532246	
29.496840	96.157937	1241.751468	
26.004348	94.344482	1894.406690	
23.535201	95.608071	1270.697779	
24.002871	95.298103	2774.667629	
23.674303	92.274000	1236.979316	
30.460688	93.462877	1388.757497	
26.466853	95.669146	1368.737813	
22.133028	92.638276	1348.117199	
21.956584	94.553623	1474.838734	
24.240631	92.643266	1580.508361	
26.681217	93.474695	1665.722862	
25.234890	93.081866	1303.700170	
20.325704	94.987107	2418.456875	
21.757101	96.468764	3110.755799	
25.242338	95.941478	1681.644153	
29.403781	95.784110	1261.259423	
24.809339	95.636535	1293.166757	
26.971381	95.157326	2393.228330	
21.303347	94.474752	1441.029730	
24.371241	93.272749	1431.778498	
26.243738	95.934383	2617.167328	
23.021336	97.592314	5810.102084	
31.218655	93.365151	1529.322604	
26.129793	94.219377	1694.272532	
22.035786	93.917725	1123.729657	
22.614030	96.283263	2943.161530	
