0.540165	-6.613476	2.844268	3.048165	95.748743	1279.861462	
0.568461	-0.612655	1.338605	0.470879	95.226858	2166.711455	
0.626799	-7.581458	6.819757	-0.164658	95.594247	1547.744277	
0.564512	-3.161737	1.966255	-0.841734	95.692769	1260.534609	
0.621904	-1.810227	-2.284023	-3.483337	96.036088	1825.589375	
0.576453	-2.818052	0.326772	-6.206439	95.990955	4521.832963	
0.532010	-1.971864	3.462383	1.144808	96.108151	1645.565871	
0.634270	-3.594159	-8.438681	0.795592	92.911911	1539.768832	
0.510796	3.353368	-4.894308	4.017908	95.882165	1195.091038	
0.628399	0.107087	-5.652421	-0.872887	96.615265	2803.051755	
0.610563	-2.647634	8.999829	0.839041	95.669400	1478.390485	
0.568803	9.868043	-1.051292	1.789052	94.316365	3239.007642	
0.582969	4.966511	-5.557191	-2.399998	95.073780	2257.247729	
0.593052	-5.940682	-1.189662	5.434540	95.121556	1840.072969	
0.511113	2.209109	6.751845	-6.951263	95.327319	1240.079778	
0.512833	-4.787527	-5.342551	-6.763647	94.030418	1729.455145	
0.543745	3.885312	-5.589434	5.091186	96.778739	3109.281714	
0.488843	-5.053751	1.338364	2.975088	96.809309	1619.810549	
0.582915	-0.976210	-0.432655	0.057795	92.706969	1290.407733	
0.504806	-2.095648	2.308174	-0.159456	95.570930	1137.864471	
0.575474	-4.658044	8.078192	-0.446346	93.100661	1418.155410	
0.482769	1.201418	-0.503663	3.695375	96.880905	1567.897186	
0.442769	4.174671	2.891293	-3.389542	95.882472	2402.267747	
0.521273	-5.926232	0.488191	-1.090361	96.366320	3027.697116	
0.448533	3.847567	1.765846	1.553633	96.393274	1481.196716	
0.619212	-0.158772	7.957927	0.496698	96.278868	2800.349377	
0.629761	0.099501	8.919704	-0.018833	92.963710	1506.825203	
0.521590	2.259920	0.305623	2.265850	96.913174	2078.379035	
0.597642	0.185604	-2.542582	8.150010	94.588884	2762.339218	
0.674907	7.473641	-1.686510	-2.011939	95.390363	2932.421959	
0.496755	3.401511	-0.274632	-2.633629	94.695778	2035.396011	
0.546361	5.978246	4.404579	-0.323015	96.019497	2190.132619	
0.508280	-1.470658	-4.828100	-6.654828	94.887048	2121.575155	
0.548208	-3.870152	3.423244	2.775125	96.112097	2620.682186	
0.558856	2.606076	1.872222	-1.215162	97.187860	1707.823224	
0.598591	0.241827	-1.758762	-9.842527	92.719057	1433.213365	
0.579549	-0.510576	-7.242284	-1.089228	94.512821	1336.155402	
0.600970	-1.202596	8.948873	3.445297	91.917998	1465.231955	
0.474075	-0.139082	-4.400461	2.364439	96.542951	1076.349920	
0.444345	-1.221840	-2.883040	-0.085826	96.616864	2380.110105	
0.619686	-0.766021	3.014863	-1.231317	96.708736	2743.614839	
0.579740	-2.522122	-0.055426	7.191073	94.076440	1370.328258	
0.580550	-1.158616	-3.726846	-6.733539	93.818590	3163.748223	
0.614596	5.774676	3.791980	3.179299	92.468345	1453.196136	
0.495363	-4.647425	6.418529	-0.151752	96.143850	3457.529266	
0.533597	-5.480885	4.631610	-0.891913	95.880190	3047.841573	
0.594071	-5.532743	1.159722	-3.582664	95.367614	2284.200256	
0.613322	6.107067	7.274229	-2.783611	93.557040	1482.370655	
0.658663	-5.964023	-6.396081	-5.041705	94.492278	1603.143957	
0.587947	8.479157	2.117459	1.870002	93.211375	1378.606151	
0.584570	-3.058703	-1.643870	-8.077245	95.968115	1414.336482	
0.524723	-0.792199	-2.331227	-5.982434	95.375838	1669.578676	
0.567559	0.763709	3.215539	7.831128	96.836811	2718.526379	
0.529668	8.275091	-0.487736	3.580163	95.043715	1273.039029	
0.516170	-7.320521	-1.684120	1.122991	95.716783	1674.387547	
0.589828	3.425551	1.760476	-0.237535	96.150730	2225.325831	
0.503407	-1.157861	-3.697597	4.829638	96.782285	4811.273233	
0.591028	-1.823656	-7.400288	6.585672	95.294261	1894.717885	
0.543585	-1.456378	-6.274918	4.492955	95.404712	1749.128053	
0.544544	-3.241393	1.758359	4.534851	94.913496	1698.965324	
0.535021	-3.060423	5.326600	-6.788670	93.071207	1314.695342	
0.650008	2.020790	5.045600	-6.825900	93.849231	1507.052674	
0.646362	5.965802	2.560877	4.977101	95.287822	3755.489769	
0.583211	0.131173	-4.256971	-1.696846	95.989795	1766.215023	
0.580732	6.926180	6.719659	2.771122	94.641122	1878.764747	
0.616501	1.550768	6.019962	-2.039961	95.243973	2300.266616	
0.626182	-5.161808	2.810468	-6.019884	93.112541	1505.199701	
0.555259	-3.646636	-1.019099	-2.261273	95.898765	1254.192540	
4.797892	21.616662	-3.731370	9.407534	-61.953330	2092.896596	
0.600018	-7.393897	-0.975450	-6.451263	93.521805	1467.494970	
0.513661	2.531237	-1.184170	-5.727378	94.328726	1199.439067	
0.540249	7.646480	-6.418450	3.306301	92.945875	1349.402417	
0.539691	-3.009377	-6.396675	0.542307	94.924113	1225.081857	
0.461060	0.250331	3.179072	-0.539843	96.405788	1955.220178	
0.613287	-2.321652	2.994458	4.168193	94.923129	1820.127107	
0.594653	-6.176549	4.964235	-3.401208	93.065838	1397.312323	
0.536459	2.192404	-1.854456	-7.047489	93.967868	3079.794597	
0.535804	-3.135024	6.769879	1.449833	95.781259	1267.989015	
0.527973	6.439079	-4.469795	0.166932	95.052174	1715.436865	
0.635667	6.206454	6.643992	1.016028	94.514730	2878.986285	
0.572818	7.989495	6.122195	0.059564	93.756810	1415.844174	
0.590822	-2.713631	2.903347	1.459240	96.569527	3136.445100	
0.499418	1.320112	-3.930289	-5.815939	97.037214	2529.876832	
0.559702	9.351532	-1.617868	-2.683751	91.582717	1801.736932	
0.612938	-2.273458	-6.485257	-3.906607	94.470195	2805.875097	
0.569579	6.135170	-4.731103	1.651104	93.783452	1335.866401	
0.510366	5.488742	-1.988872	-1.003925	96.986279	1636.798730	
0.599609	3.676370	4.309567	5.652133	95.205438	2294.761593	
0.603808	6.912522	-3.813284	-3.729876	95.798769	6008.193707	
0.510832	2.275483	-3.249417	-1.156193	96.717073	2066.403785	
0.555917	-3.547039	1.429731	2.049032	94.797232	1713.235748	
0.552510	-3.204783	5.577805	0.732634	99.055529	3101.480124	
0.528837	-3.700060	-4.817355	4.490165	94.735078	1204.226685	
0.508267	-9.080964	-0.009079	-1.220374	95.755364	2139.457230	
0.541943	2.698943	-4.128887	9.416208	94.719872	1363.529636	
0.537674	0.303567	-1.158361	-5.980269	94.625330	1687.359052	
0.509296	-0.918835	3.193382	-8.952699	95.872357	2595.943237	
0.530836	5.119938	-2.858895	2.216173	95.876882	1690.061684	
0.535518	2.267100	-6.383592	-2.904347	96.665360	3523.674231	
0.509543	0.866423	4.912348	-6.605595	94.025300	1231.864590	
0.542449	4.221912	-2.169705	1.063681	95.185510	1235.682411	
0.645136	-4.986536	-6.999613	-5.926178	93.040321	2940.860390	
0.546194	6.980553	-0.445631	2.556432	96.198610	2192.595207	
0.507399	4.436179	-3.962167	-1.679435	94.676970	1638.440148	
0.503845	-2.755604	3.164663	-4.499992	96.275343	2103.949687	
0.582705	2.225639	-5.776787	6.566863	96.937895	1422.161527	
0.592189	0.462236	4.027818	-5.816815	95.093010	1836.487827	
0.502791	3.613586	-5.452927	-0.351658	94.397653	1639.361422	
0.405605	-0.807643	-2.991748	0.252679	94.921783	918.688087	
0.565921	0.303022	-8.900855	-0.005609	92.619934	1348.704604	
0.573943	0.534494	-5.276087	4.895981	93.879061	1356.132630	
0.603823	-4.841319	1.647864	2.534593	95.106760	1362.648424	
0.565121	0.741330	-1.884718	-7.026689	94.718057	1775.804704	
0.660915	5.022537	-2.145798	-0.064754	96.291618	3279.787837	
0.632820	2.539378	3.489316	6.865638	92.289571	1921.765099	
0.636372	-2.062651	-4.966414	-2.747762	96.040139	2801.667453	
0.588840	-5.223681	-8.263499	3.190751	92.816262	1465.198224	
