No	x	y	z	Rx	Ry	Rz
1014 4.30745 7.09478 -2.18571 90 148.737 0
1015 3.82913 7.36395 -2.18571 90 152.526 0
1016 3.33407 7.60092 -2.18571 90 156.316 0
1017 2.82443 7.80465 -2.18571 90 160.105 0
1018 2.30244 7.97426 -2.18571 90 163.895 0
1019 1.77039 8.10899 -2.18571 90 167.684 0
1020 1.23059 8.20827 -2.18571 90 171.474 0
1021 0.685409 8.27165 -2.18571 90 175.263 0
1022 0.137232 8.29887 -2.18571 90 179.053 0
1023 -0.411545 8.28979 -2.18571 90 182.842 0
1024 -0.958522 8.24447 -2.18571 90 186.632 0
1025 -1.50131 8.16309 -2.18571 90 190.421 0
1026 -2.03753 8.04602 -2.18571 90 194.211 0
1027 -2.56484 7.89377 -2.18571 90 198 0
1028 -3.08094 7.707 -2.18571 90 201.789 0
1029 -3.58356 7.48653 -2.18571 90 205.579 0
1030 -4.07052 7.23332 -2.18571 90 209.368 0
1031 -4.53967 6.94848 -2.18571 90 213.158 0
1032 -4.98897 6.63326 -2.18571 90 216.947 0
1033 -5.41646 6.28903 -2.18571 90 220.737 0
1034 -5.82027 5.91731 -2.18571 90 224.526 0
1035 -6.19862 5.5197 -2.18571 90 228.316 0
1036 -6.54987 5.09797 -2.18571 90 232.105 0
1037 -6.87247 4.65393 -2.18571 90 235.895 0
1038 -7.16503 4.18955 -2.18571 90 239.684 0
1039 -7.42625 3.70685 -2.18571 90 243.474 0
1040 -7.655 3.20794 -2.18571 90 247.263 0
1041 -7.85028 2.69501 -2.18571 90 251.053 0
1042 -8.01123 2.17028 -2.18571 90 254.842 0
1043 -8.13715 1.63607 -2.18571 90 258.632 0
1044 -8.22749 1.09471 -2.18571 90 262.421 0
1045 -8.28185 0.548552 -2.18571 90 266.211 0
1046 -8.3 -2.97953e-08 -1.63929 90 -90 0
1047 -8.28185 -0.548552 -1.63929 90 -86.2105 0
1048 -8.22749 -1.09471 -1.63929 90 -82.4211 0
1049 -8.13715 -1.63607 -1.63929 90 -78.6316 0
1050 -8.01123 -2.17028 -1.63929 90 -74.8421 0
1051 -7.85028 -2.69501 -1.63929 90 -71.0526 0
1052 -7.655 -3.20794 -1.63929 90 -67.2632 0
1053 -7.42625 -3.70685 -1.63929 90 -63.4737 0
1054 -7.16503 -4.18955 -1.63929 90 -59.6842 0
1055 -6.87247 -4.65393 -1.63929 90 -55.8947 0
1056 -6.54987 -5.09797 -1.63929 90 -52.1053 0
1057 -6.19862 -5.5197 -1.63929 90 -48.3158 0
1058 -5.82027 -5.91731 -1.63929 90 -44.5263 0
1059 -5.41646 -6.28903 -1.63929 90 -40.7368 0
1060 -4.98897 -6.63326 -1.63929 90 -36.9474 0
1061 -4.53967 -6.94848 -1.63929 90 -33.1579 0
1062 -4.07052 -7.23332 -1.63929 90 -29.3684 0
1063 -3.58356 -7.48653 -1.63929 90 -25.5789 0
1064 -3.08094 -7.707 -1.63929 90 -21.7895 0
1065 -2.56484 -7.89377 -1.63929 90 -18 0
1066 -2.03753 -8.04602 -1.63929 90 -14.2105 0
1067 -1.50131 -8.16309 -1.63929 90 -10.4211 0
1068 -0.958522 -8.24447 -1.63929 90 -6.63158 0
1069 -0.411545 -8.28979 -1.63929 90 -2.84211 0
1070 0.137232 -8.29887 -1.63929 90 0.947368 0
1071 0.685409 -8.27165 -1.63929 90 4.73684 0
1072 1.23059 -8.20827 -1.63929 90 8.52632 0
1073 1.77039 -8.10899 -1.63929 90 12.3158 0
1074 2.30244 -7.97426 -1.63929 90 16.1053 0
1075 2.82443 -7.80465 -1.63929 90 19.8947 0
1076 3.33407 -7.60092 -1.63929 90 23.6842 0
1077 3.82913 -7.36395 -1.63929 90 27.4737 0
1078 4.30745 -7.09478 -1.63929 90 31.2632 0
1079 4.76693 -6.79459 -1.63929 90 35.0526 0
1080 5.20556 -6.46468 -1.63929 90 38.8421 0
1081 5.62144 -6.10651 -1.63929 90 42.6316 0
1082 6.01273 -5.72163 -1.63929 90 46.4211 0
1083 6.37773 -5.31174 -1.63929 90 50.2105 0
1084 6.71484 -4.87862 -1.63929 90 54 0
1085 7.02259 -4.42416 -1.63929 90 57.7895 0
1086 7.29963 -3.95036 -1.63929 90 61.5789 0
1087 7.54475 -3.45929 -1.63929 90 65.3684 0
1088 7.75689 -2.95309 -1.63929 90 69.1579 0
1089 7.9351 -2.43398 -1.63929 90 72.9474 0
1090 8.07861 -1.90422 -1.63929 90 76.7368 0
1091 8.1868 -1.36614 -1.63929 90 80.5263 0
1092 8.25919 -0.822078 -1.63929 90 84.3158 0
1093 8.29546 -0.274426 -1.63929 90 88.1053 0
1094 8.29546 0.274426 -1.63929 90 91.8947 0
1095 8.25919 0.822078 -1.63929 90 95.6842 0
1096 8.1868 1.36614 -1.63929 90 99.4737 0
1097 8.07861 1.90422 -1.63929 90 103.263 0
1098 7.9351 2.43398 -1.63929 90 107.053 0
1099 7.75689 2.95309 -1.63929 90 110.842 0
1100 7.54475 3.45929 -1.63929 90 114.632 0
1101 7.29963 3.95036 -1.63929 90 118.421 0
1102 7.02259 4.42416 -1.63929 90 122.211 0
1103 6.71484 4.87862 -1.63929 90 126 0
1104 6.37773 5.31174 -1.63929 90 129.789 0
1105 6.01273 5.72163 -1.63929 90 133.579 0
1106 5.62144 6.10651 -1.63929 90 137.368 0
1107 5.20556 6.46468 -1.63929 90 141.158 0
1108 4.76693 6.79459 -1.63929 90 144.947 0
1109 4.30745 7.09478 -1.63929 90 148.737 0
1110 3.82913 7.36395 -1.63929 90 152.526 0
1111 3.33407 7.60092 -1.63929 90 156.316 0
1112 2.82443 7.80465 -1.63929 90 160.105 0
1113 2.30244 7.97426 -1.63929 90 163.895 0
1114 1.77039 8.10899 -1.63929 90 167.684 0
1115 1.23059 8.20827 -1.63929 90 171.474 0
1116 0.685409 8.27165 -1.63929 90 175.263 0
1117 0.137232 8.29887 -1.63929 90 179.053 0
1118 -0.411545 8.28979 -1.63929 90 182.842 0
1119 -0.958522 8.24447 -1.63929 90 186.632 0
1120 -1.50131 8.16309 -1.63929 90 190.421 0
1121 -2.03753 8.04602 -1.63929 90 194.211 0
1122 -2.56484 7.89377 -1.63929 90 198 0
1123 -3.08094 7.707 -1.63929 90 201.789 0
1124 -3.58356 7.48653 -1.63929 90 205.579 0
1125 -4.07052 7.23332 -1.63929 90 209.368 0
1126 -4.53967 6.94848 -1.63929 90 213.158 0
1127 -4.98897 6.63326 -1.63929 90 216.947 0
1128 -5.41646 6.28903 -1.63929 90 220.737 0
1129 -5.82027 5.91731 -1.63929 90 224.526 0
1130 -6.19862 5.5197 -1.63929 90 228.316 0
1131 -6.54987 5.09797 -1.63929 90 232.105 0
1132 -6.87247 4.65393 -1.63929 90 235.895 0
1133 -7.16503 4.18955 -1.63929 90 239.684 0
1134 -7.42625 3.70685 -1.63929 90 243.474 0
1135 -7.655 3.20794 -1.63929 90 247.263 0
1136 -7.85028 2.69501 -1.63929 90 251.053 0
1137 -8.01123 2.17028 -1.63929 90 254.842 0
1138 -8.13715 1.63607 -1.63929 90 258.632 0
1139 -8.22749 1.09471 -1.63929 90 262.421 0
1140 -8.28185 0.548552 -1.63929 90 266.211 0
1141 -8.3 -2.97953e-08 -1.09286 90 -90 0
1142 -8.28185 -0.548552 -1.09286 90 -86.2105 0
1143 -8.22749 -1.09471 -1.09286 90 -82.4211 0
1144 -8.13715 -1.63607 -1.09286 90 -78.6316 0
1145 -8.01123 -2.17028 -1.09286 90 -74.8421 0
1146 -7.85028 -2.69501 -1.09286 90 -71.0526 0
1147 -7.655 -3.20794 -1.09286 90 -67.2632 0
1148 -7.42625 -3.70685 -1.09286 90 -63.4737 0
1149 -7.16503 -4.18955 -1.09286 90 -59.6842 0
1150 -6.87247 -4.65393 -1.09286 90 -55.8947 0
1151 -6.54987 -5.09797 -1.09286 90 -52.1053 0
1152 -6.19862 -5.5197 -1.09286 90 -48.3158 0
1153 -5.82027 -5.91731 -1.09286 90 -44.5263 0
1154 -5.41646 -6.28903 -1.09286 90 -40.7368 0
1155 -4.98897 -6.63326 -1.09286 90 -36.9474 0
1156 -4.53967 -6.94848 -1.09286 90 -33.1579 0
1157 -4.07052 -7.23332 -1.09286 90 -29.3684 0
1158 -3.58356 -7.48653 -1.09286 90 -25.5789 0
1159 -3.08094 -7.707 -1.09286 90 -21.7895 0
1160 -2.56484 -7.89377 -1.09286 90 -18 0
1161 -2.03753 -8.04602 -1.09286 90 -14.2105 0
1162 -1.50131 -8.16309 -1.09286 90 -10.4211 0
1163 -0.958522 -8.24447 -1.09286 90 -6.63158 0
1164 -0.411545 -8.28979 -1.09286 90 -2.84211 0
1165 0.137232 -8.29887 -1.09286 90 0.947368 0
1166 0.685409 -8.27165 -1.09286 90 4.73684 0
1167 1.23059 -8.20827 -1.09286 90 8.52632 0
1168 1.77039 -8.10899 -1.09286 90 12.3158 0
1169 2.30244 -7.97426 -1.09286 90 16.1053 0
1170 2.82443 -7.80465 -1.09286 90 19.8947 0
1171 3.33407 -7.60092 -1.09286 90 23.6842 0
1172 3.82913 -7.36395 -1.09286 90 27.4737 0
1173 4.30745 -7.09478 -1.09286 90 31.2632 0
1174 4.76693 -6.79459 -1.09286 90 35.0526 0
1175 5.20556 -6.46468 -1.09286 90 38.8421 0
1176 5.62144 -6.10651 -1.09286 90 42.6316 0
1177 6.01273 -5.72163 -1.09286 90 46.4211 0
1178 6.37773 -5.31174 -1.09286 90 50.2105 0
1179 6.71484 -4.87862 -1.09286 90 54 0
1180 7.02259 -4.42416 -1.09286 90 57.7895 0
1181 7.29963 -3.95036 -1.09286 90 61.5789 0
1182 7.54475 -3.45929 -1.09286 90 65.3684 0
1183 7.75689 -2.95309 -1.09286 90 69.1579 0
1184 7.9351 -2.43398 -1.09286 90 72.9474 0
1185 8.07861 -1.90422 -1.09286 90 76.7368 0
1186 8.1868 -1.36614 -1.09286 90 80.5263 0
1187 8.25919 -0.822078 -1.09286 90 84.3158 0
1188 8.29546 -0.274426 -1.09286 90 88.1053 0
1189 8.29546 0.274426 -1.09286 90 91.8947 0
1190 8.25919 0.822078 -1.09286 90 95.6842 0
1191 8.1868 1.36614 -1.09286 90 99.4737 0
1192 8.07861 1.90422 -1.09286 90 103.263 0
1193 7.9351 2.43398 -1.09286 90 107.053 0
1194 7.75689 2.95309 -1.09286 90 110.842 0
1195 7.54475 3.45929 -1.09286 90 114.632 0
1196 7.29963 3.95036 -1.09286 90 118.421 0
1197 7.02259 4.42416 -1.09286 90 122.211 0
1198 6.71484 4.87862 -1.09286 90 126 0
1199 6.37773 5.31174 -1.09286 90 129.789 0
1200 6.01273 5.72163 -1.09286 90 133.579 0
1201 5.62144 6.10651 -1.09286 90 137.368 0
1202 5.20556 6.46468 -1.09286 90 141.158 0
1203 4.76693 6.79459 -1.09286 90 144.947 0
1204 4.30745 7.09478 -1.09286 90 148.737 0
1205 3.82913 7.36395 -1.09286 90 152.526 0
1206 3.33407 7.60092 -1.09286 90 156.316 0
1207 2.82443 7.80465 -1.09286 90 160.105 0
1208 2.30244 7.97426 -1.09286 90 163.895 0
1209 1.77039 8.10899 -1.09286 90 167.684 0
1210 1.23059 8.20827 -1.09286 90 171.474 0
1211 0.685409 8.27165 -1.09286 90 175.263 0
1212 0.137232 8.29887 -1.09286 90 179.053 0
1213 -0.411545 8.28979 -1.09286 90 182.842 0
1214 -0.958522 8.24447 -1.09286 90 186.632 0
1215 -1.50131 8.16309 -1.09286 90 190.421 0
1216 -2.03753 8.04602 -1.09286 90 194.211 0
1217 -2.56484 7.89377 -1.09286 90 198 0
1218 -3.08094 7.707 -1.09286 90 201.789 0
1219 -3.58356 7.48653 -1.09286 90 205.579 0
1220 -4.07052 7.23332 -1.09286 90 209.368 0
1221 -4.53967 6.94848 -1.09286 90 213.158 0
1222 -4.98897 6.63326 -1.09286 90 216.947 0
1223 -5.41646 6.28903 -1.09286 90 220.737 0
1224 -5.82027 5.91731 -1.09286 90 224.526 0
1225 -6.19862 5.5197 -1.09286 90 228.316 0
1226 -6.54987 5.09797 -1.09286 90 232.105 0
1227 -6.87247 4.65393 -1.09286 90 235.895 0
1228 -7.16503 4.18955 -1.09286 90 239.684 0
1229 -7.42625 3.70685 -1.09286 90 243.474 0
1230 -7.655 3.20794 -1.09286 90 247.263 0
1231 -7.85028 2.69501 -1.09286 90 251.053 0
1232 -8.01123 2.17028 -1.09286 90 254.842 0
1233 -8.13715 1.63607 -1.09286 90 258.632 0
1234 -8.22749 1.09471 -1.09286 90 262.421 0
1235 -8.28185 0.548552 -1.09286 90 266.211 0
1236 -8.3 -2.97953e-08 -0.546429 90 -90 0
1237 -8.28185 -0.548552 -0.546429 90 -86.2105 0
1238 -8.22749 -1.09471 -0.546429 90 -82.4211 0
1239 -8.13715 -1.63607 -0.546429 90 -78.6316 0
1240 -8.01123 -2.17028 -0.546429 90 -74.8421 0
1241 -7.85028 -2.69501 -0.546429 90 -71.0526 0
1242 -7.655 -3.20794 -0.546429 90 -67.2632 0
1243 -7.42625 -3.70685 -0.546429 90 -63.4737 0
1244 -7.16503 -4.18955 -0.546429 90 -59.6842 0
1245 -6.87247 -4.65393 -0.546429 90 -55.8947 0
1246 -6.54987 -5.09797 -0.546429 90 -52.1053 0
1247 -6.19862 -5.5197 -0.546429 90 -48.3158 0
1248 -5.82027 -5.91731 -0.546429 90 -44.5263 0
1249 -5.41646 -6.28903 -0.546429 90 -40.7368 0
1250 -4.98897 -6.63326 -0.546429 90 -36.9474 0
1251 -4.53967 -6.94848 -0.546429 90 -33.1579 0
1252 -4.07052 -7.23332 -0.546429 90 -29.3684 0
1253 -3.58356 -7.48653 -0.546429 90 -25.5789 0
1254 -3.08094 -7.707 -0.546429 90 -21.7895 0
1255 -2.56484 -7.89377 -0.546429 90 -18 0
1256 -2.03753 -8.04602 -0.546429 90 -14.2105 0
1257 -1.50131 -8.16309 -0.546429 90 -10.4211 0
1258 -0.958522 -8.24447 -0.546429 90 -6.63158 0
1259 -0.411545 -8.28979 -0.546429 90 -2.84211 0
1260 0.137232 -8.29887 -0.546429 90 0.947368 0
1261 0.685409 -8.27165 -0.546429 90 4.73684 0
1262 1.23059 -8.20827 -0.546429 90 8.52632 0
1263 1.77039 -8.10899 -0.546429 90 12.3158 0
1264 2.30244 -7.97426 -0.546429 90 16.1053 0
1265 2.82443 -7.80465 -0.546429 90 19.8947 0
1266 3.33407 -7.60092 -0.546429 90 23.6842 0
1267 3.82913 -7.36395 -0.546429 90 27.4737 0
1268 4.30745 -7.09478 -0.546429 90 31.2632 0
1269 4.76693 -6.79459 -0.546429 90 35.0526 0
1270 5.20556 -6.46468 -0.546429 90 38.8421 0
1271 5.62144 -6.10651 -0.546429 90 42.6316 0
1272 6.01273 -5.72163 -0.546429 90 46.4211 0
1273 6.37773 -5.31174 -0.546429 90 50.2105 0
1274 6.71484 -4.87862 -0.546429 90 54 0
1275 7.02259 -4.42416 -0.546429 90 57.7895 0
1276 7.29963 -3.95036 -0.546429 90 61.5789 0
1277 7.54475 -3.45929 -0.546429 90 65.3684 0
1278 7.75689 -2.95309 -0.546429 90 69.1579 0
1279 7.9351 -2.43398 -0.546429 90 72.9474 0
1280 8.07861 -1.90422 -0.546429 90 76.7368 0
1281 8.1868 -1.36614 -0.546429 90 80.5263 0
1282 8.25919 -0.822078 -0.546429 90 84.3158 0
1283 8.29546 -0.274426 -0.546429 90 88.1053 0
1284 8.29546 0.274426 -0.546429 90 91.8947 0
1285 8.25919 0.822078 -0.546429 90 95.6842 0
1286 8.1868 1.36614 -0.546429 90 99.4737 0
1287 8.07861 1.90422 -0.546429 90 103.263 0
1288 7.9351 2.43398 -0.546429 90 107.053 0
1289 7.75689 2.95309 -0.546429 90 110.842 0
1290 7.54475 3.45929 -0.546429 90 114.632 0
1291 7.29963 3.95036 -0.546429 90 118.421 0
1292 7.02259 4.42416 -0.546429 90 122.211 0
1293 6.71484 4.87862 -0.546429 90 126 0
1294 6.37773 5.31174 -0.546429 90 129.789 0
1295 6.01273 5.72163 -0.546429 90 133.579 0
1296 5.62144 6.10651 -0.546429 90 137.368 0
1297 5.20556 6.46468 -0.546429 90 141.158 0
1298 4.76693 6.79459 -0.546429 90 144.947 0
1299 4.30745 7.09478 -0.546429 90 148.737 0
1300 3.82913 7.36395 -0.546429 90 152.526 0
1301 3.33407 7.60092 -0.546429 90 156.316 0
1302 2.82443 7.80465 -0.546429 90 160.105 0
1303 2.30244 7.97426 -0.546429 90 163.895 0
1304 1.77039 8.10899 -0.546429 90 167.684 0
1305 1.23059 8.20827 -0.546429 90 171.474 0
1306 0.685409 8.27165 -0.546429 90 175.263 0
1307 0.137232 8.29887 -0.546429 90 179.053 0
1308 -0.411545 8.28979 -0.546429 90 182.842 0
1309 -0.958522 8.24447 -0.546429 90 186.632 0
1310 -1.50131 8.16309 -0.546429 90 190.421 0
1311 -2.03753 8.04602 -0.546429 90 194.211 0
1312 -2.56484 7.89377 -0.546429 90 198 0
1313 -3.08094 7.707 -0.546429 90 201.789 0
1314 -3.58356 7.48653 -0.546429 90 205.579 0
1315 -4.07052 7.23332 -0.546429 90 209.368 0
1316 -4.53967 6.94848 -0.546429 90 213.158 0
1317 -4.98897 6.63326 -0.546429 90 216.947 0
1318 -5.41646 6.28903 -0.546429 90 220.737 0
1319 -5.82027 5.91731 -0.546429 90 224.526 0
1320 -6.19862 5.5197 -0.546429 90 228.316 0
1321 -6.54987 5.09797 -0.546429 90 232.105 0
1322 -6.87247 4.65393 -0.546429 90 235.895 0
1323 -7.16503 4.18955 -0.546429 90 239.684 0
1324 -7.42625 3.70685 -0.546429 90 243.474 0
1325 -7.655 3.20794 -0.546429 90 247.263 0
1326 -7.85028 2.69501 -0.546429 90 251.053 0
1327 -8.01123 2.17028 -0.546429 90 254.842 0
1328 -8.13715 1.63607 -0.546429 90 258.632 0
1329 -8.22749 1.09471 -0.546429 90 262.421 0
1330 -8.28185 0.548552 -0.546429 90 266.211 0
1331 -8.3 -2.97953e-08 0 90 -90 0
1332 -8.28185 -0.548552 0 90 -86.2105 0
1333 -8.22749 -1.09471 0 90 -82.4211 0
1334 -8.13715 -1.63607 0 90 -78.6316 0
1335 -8.01123 -2.17028 0 90 -74.8421 0
1336 -7.85028 -2.69501 0 90 -71.0526 0
1337 -7.655 -3.20794 0 90 -67.2632 0
1338 -7.42625 -3.70685 0 90 -63.4737 0
1339 -7.16503 -4.18955 0 90 -59.6842 0
1340 -6.87247 -4.65393 0 90 -55.8947 0
1341 -6.54987 -5.09797 0 90 -52.1053 0
1342 -6.19862 -5.5197 0 90 -48.3158 0
1343 -5.82027 -5.91731 0 90 -44.5263 0
1344 -5.41646 -6.28903 0 90 -40.7368 0
1345 -4.98897 -6.63326 0 90 -36.9474 0
1346 -4.53967 -6.94848 0 90 -33.1579 0
1347 -4.07052 -7.23332 0 90 -29.3684 0
1348 -3.58356 -7.48653 0 90 -25.5789 0
1349 -3.08094 -7.707 0 90 -21.7895 0
1350 -2.56484 -7.89377 0 90 -18 0
1351 -2.03753 -8.04602 0 90 -14.2105 0
1352 -1.50131 -8.16309 0 90 -10.4211 0
1353 -0.958522 -8.24447 0 90 -6.63158 0
1354 -0.411545 -8.28979 0 90 -2.84211 0
1355 0.137232 -8.29887 0 90 0.947368 0
1356 0.685409 -8.27165 0 90 4.73684 0
1357 1.23059 -8.20827 0 90 8.52632 0
1358 1.77039 -8.10899 0 90 12.3158 0
1359 2.30244 -7.97426 0 90 16.1053 0
1360 2.82443 -7.80465 0 90 19.8947 0
1361 3.33407 -7.60092 0 90 23.6842 0
1362 3.82913 -7.36395 0 90 27.4737 0
1363 4.30745 -7.09478 0 90 31.2632 0
1364 4.76693 -6.79459 0 90 35.0526 0
1365 5.20556 -6.46468 0 90 38.8421 0
1366 5.62144 -6.10651 0 90 42.6316 0
1367 6.01273 -5.72163 0 90 46.4211 0
1368 6.37773 -5.31174 0 90 50.2105 0
1369 6.71484 -4.87862 0 90 54 0
1370 7.02259 -4.42416 0 90 57.7895 0
1371 7.29963 -3.95036 0 90 61.5789 0
1372 7.54475 -3.45929 0 90 65.3684 0
1373 7.75689 -2.95309 0 90 69.1579 0
1374 7.9351 -2.43398 0 90 72.9474 0
1375 8.07861 -1.90422 0 90 76.7368 0
1376 8.1868 -1.36614 0 90 80.5263 0
1377 8.25919 -0.822078 0 90 84.3158 0
1378 8.29546 -0.274426 0 90 88.1053 0
1379 8.29546 0.274426 0 90 91.8947 0
1380 8.25919 0.822078 0 90 95.6842 0
1381 8.1868 1.36614 0 90 99.4737 0
1382 8.07861 1.90422 0 90 103.263 0
1383 7.9351 2.43398 0 90 107.053 0
1384 7.75689 2.95309 0 90 110.842 0
1385 7.54475 3.45929 0 90 114.632 0
1386 7.29963 3.95036 0 90 118.421 0
1387 7.02259 4.42416 0 90 122.211 0
1388 6.71484 4.87862 0 90 126 0
1389 6.37773 5.31174 0 90 129.789 0
1390 6.01273 5.72163 0 90 133.579 0
1391 5.62144 6.10651 0 90 137.368 0
1392 5.20556 6.46468 0 90 141.158 0
1393 4.76693 6.79459 0 90 144.947 0
1394 4.30745 7.09478 0 90 148.737 0
1395 3.82913 7.36395 0 90 152.526 0
1396 3.33407 7.60092 0 90 156.316 0
1397 2.82443 7.80465 0 90 160.105 0
1398 2.30244 7.97426 0 90 163.895 0
1399 1.77039 8.10899 0 90 167.684 0
1400 1.23059 8.20827 0 90 171.474 0
1401 0.685409 8.27165 0 90 175.263 0
1402 0.137232 8.29887 0 90 179.053 0
1403 -0.411545 8.28979 0 90 182.842 0
1404 -0.958522 8.24447 0 90 186.632 0
1405 -1.50131 8.16309 0 90 190.421 0
1406 -2.03753 8.04602 0 90 194.211 0
1407 -2.56484 7.89377 0 90 198 0
1408 -3.08094 7.707 0 90 201.789 0
1409 -3.58356 7.48653 0 90 205.579 0
1410 -4.07052 7.23332 0 90 209.368 0
1411 -4.53967 6.94848 0 90 213.158 0
1412 -4.98897 6.63326 0 90 216.947 0
1413 -5.41646 6.28903 0 90 220.737 0
1414 -5.82027 5.91731 0 90 224.526 0
1415 -6.19862 5.5197 0 90 228.316 0
1416 -6.54987 5.09797 0 90 232.105 0
1417 -6.87247 4.65393 0 90 235.895 0
1418 -7.16503 4.18955 0 90 239.684 0
1419 -7.42625 3.70685 0 90 243.474 0
1420 -7.655 3.20794 0 90 247.263 0
1421 -7.85028 2.69501 0 90 251.053 0
1422 -8.01123 2.17028 0 90 254.842 0
1423 -8.13715 1.63607 0 90 258.632 0
1424 -8.22749 1.09471 0 90 262.421 0
1425 -8.28185 0.548552 0 90 266.211 0
1426 -8.3 -2.97953e-08 0.546429 90 -90 0
1427 -8.28185 -0.548552 0.546429 90 -86.2105 0
1428 -8.22749 -1.09471 0.546429 90 -82.4211 0
1429 -8.13715 -1.63607 0.546429 90 -78.6316 0
1430 -8.01123 -2.17028 0.546429 90 -74.8421 0
1431 -7.85028 -2.69501 0.546429 90 -71.0526 0
1432 -7.655 -3.20794 0.546429 90 -67.2632 0
1433 -7.42625 -3.70685 0.546429 90 -63.4737 0
1434 -7.16503 -4.18955 0.546429 90 -59.6842 0
1435 -6.87247 -4.65393 0.546429 90 -55.8947 0
1436 -6.54987 -5.09797 0.546429 90 -52.1053 0
1437 -6.19862 -5.5197 0.546429 90 -48.3158 0
1438 -5.82027 -5.91731 0.546429 90 -44.5263 0
1439 -5.41646 -6.28903 0.546429 90 -40.7368 0
1440 -4.98897 -6.63326 0.546429 90 -36.9474 0
1441 -4.53967 -6.94848 0.546429 90 -33.1579 0
1442 -4.07052 -7.23332 0.546429 90 -29.3684 0
1443 -3.58356 -7.48653 0.546429 90 -25.5789 0
1444 -3.08094 -7.707 0.546429 90 -21.7895 0
1445 -2.56484 -7.89377 0.546429 90 -18 0
1446 -2.03753 -8.04602 0.546429 90 -14.2105 0
1447 -1.50131 -8.16309 0.546429 90 -10.4211 0
1448 -0.958522 -8.24447 0.546429 90 -6.63158 0
1449 -0.411545 -8.28979 0.546429 90 -2.84211 0
1450 0.137232 -8.29887 0.546429 90 0.947368 0
1451 0.685409 -8.27165 0.546429 90 4.73684 0
1452 1.23059 -8.20827 0.546429 90 8.52632 0
1453 1.77039 -8.10899 0.546429 90 12.3158 0
1454 2.30244 -7.97426 0.546429 90 16.1053 0
1455 2.82443 -7.80465 0.546429 90 19.8947 0
1456 3.33407 -7.60092 0.546429 90 23.6842 0
1457 3.82913 -7.36395 0.546429 90 27.4737 0
1458 4.30745 -7.09478 0.546429 90 31.2632 0
1459 4.76693 -6.79459 0.546429 90 35.0526 0
1460 5.20556 -6.46468 0.546429 90 38.8421 0
1461 5.62144 -6.10651 0.546429 90 42.6316 0
1462 6.01273 -5.72163 0.546429 90 46.4211 0
1463 6.37773 -5.31174 0.546429 90 50.2105 0
1464 6.71484 -4.87862 0.546429 90 54 0
1465 7.02259 -4.42416 0.546429 90 57.7895 0
1466 7.29963 -3.95036 0.546429 90 61.5789 0
1467 7.54475 -3.45929 0.546429 90 65.3684 0
1468 7.75689 -2.95309 0.546429 90 69.1579 0
1469 7.9351 -2.43398 0.546429 90 72.9474 0
1470 8.07861 -1.90422 0.546429 90 76.7368 0
1471 8.1868 -1.36614 0.546429 90 80.5263 0
1472 8.25919 -0.822078 0.546429 90 84.3158 0
1473 8.29546 -0.274426 0.546429 90 88.1053 0
1474 8.29546 0.274426 0.546429 90 91.8947 0
1475 8.25919 0.822078 0.546429 90 95.6842 0
1476 8.1868 1.36614 0.546429 90 99.4737 0
1477 8.07861 1.90422 0.546429 90 103.263 0
1478 7.9351 2.43398 0.546429 90 107.053 0
1479 7.75689 2.95309 0.546429 90 110.842 0
1480 7.54475 3.45929 0.546429 90 114.632 0
1481 7.29963 3.95036 0.546429 90 118.421 0
1482 7.02259 4.42416 0.546429 90 122.211 0
1483 6.71484 4.87862 0.546429 90 126 0
1484 6.37773 5.31174 0.546429 90 129.789 0
1485 6.01273 5.72163 0.546429 90 133.579 0
1486 5.62144 6.10651 0.546429 90 137.368 0
1487 5.20556 6.46468 0.546429 90 141.158 0
1488 4.76693 6.79459 0.546429 90 144.947 0
1489 4.30745 7.09478 0.546429 90 148.737 0
1490 3.82913 7.36395 0.546429 90 152.526 0
1491 3.33407 7.60092 0.546429 90 156.316 0
1492 2.82443 7.80465 0.546429 90 160.105 0
1493 2.30244 7.97426 0.546429 90 163.895 0
1494 1.77039 8.10899 0.546429 90 167.684 0
1495 1.23059 8.20827 0.546429 90 171.474 0
1496 0.685409 8.27165 0.546429 90 175.263 0
1497 0.137232 8.29887 0.546429 90 179.053 0
1498 -0.411545 8.28979 0.546429 90 182.842 0
1499 -0.958522 8.24447 0.546429 90 186.632 0
1500 -1.50131 8.16309 0.546429 90 190.421 0
1501 -2.03753 8.04602 0.546429 90 194.211 0
1502 -2.56484 7.89377 0.546429 90 198 0
1503 -3.08094 7.707 0.546429 90 201.789 0
1504 -3.58356 7.48653 0.546429 90 205.579 0
1505 -4.07052 7.23332 0.546429 90 209.368 0
1506 -4.53967 6.94848 0.546429 90 213.158 0
1507 -4.98897 6.63326 0.546429 90 216.947 0
1508 -5.41646 6.28903 0.546429 90 220.737 0
1509 -5.82027 5.91731 0.546429 90 224.526 0
1510 -6.19862 5.5197 0.546429 90 228.316 0
1511 -6.54987 5.09797 0.546429 90 232.105 0
1512 -6.87247 4.65393 0.546429 90 235.895 0
1513 -7.16503 4.18955 0.546429 90 239.684 0
1514 -7.42625 3.70685 0.546429 90 243.474 0
1515 -7.655 3.20794 0.546429 90 247.263 0
1516 -7.85028 2.69501 0.546429 90 251.053 0
1517 -8.01123 2.17028 0.546429 90 254.842 0
1518 -8.13715 1.63607 0.546429 90 258.632 0
